reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned,no_stopwords,stemmed
8189c9e0-6a0d-4536-9cf8-877b3e0e4a56,Dewi Azura,https://play-lh.googleusercontent.com/a/ACg8ocLMkASxATasPMuRVy7jxpp8UOQHmB1nf-ZgYv4tirCbztG2xg=mo,gojek tarif satu rupiah lagi dong biar lebih murah tarifnya .tarif gojek mahal banget soalnya kasian warga pada mengeluh harga tarif gojek mahal,1,5,5.36.2,2025-10-28 05:51:19,"Mohon maaf atas ketidaknyamanannya, Kak Dewi. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-07-01 16:32:15,5.36.2,gojek tarif satu rupiah lagi dong biar lebih murah tarifnya tarif gojek mahal banget soalnya kasian warga pada mengeluh harga tarif gojek mahal,gojek tarif satu rupiah dong biar lebih murah tarifnya tarif gojek mahal banget soalnya kasian warga mengeluh harga tarif gojek mahal,gojek tarif satu rupiah dong biar lebih murah tarif tarif gojek mahal banget soal kasi warga keluh harga tarif gojek mahal
e0fc334d-82b9-4ede-948c-077846160343,wahyu nursasi,https://play-lh.googleusercontent.com/a-/ALV-UjUPsfeLgV0mTjXVVqGcSG97gTWhx5cgXeW17oT1JNEgWUGiB6Y,hanya Bintang yang Tahu,5,0,5.36.2,2025-10-28 05:47:09,,,5.36.2,hanya bintang yang tahu,bintang tahu,bintang tahu
5fc5551b-b2c1-4982-b6b8-b405ea8f599e,AL Als,https://play-lh.googleusercontent.com/a/ACg8ocI59THTKz_paN6qYKgwaSoZqOLz-20oQfx2vwCKRNo9CPZLAw=mo,sangat sangat membantu sekali,5,0,5.36.2,2025-10-28 05:45:00,,,5.36.2,sangat sangat membantu sekali,sangat sangat membantu sekali,sangat sangat bantu sekali
2824be48-ac93-47fc-a6bc-efbb2672cbeb,Bayu Prasatia,https://play-lh.googleusercontent.com/a-/ALV-UjU70PHl-VnTMI3FB_mEJcI5qYHhmVLDFUc3lsELnlBEyDtBd0U,baik,5,0,5.35.1,2025-10-28 05:08:03,,,5.35.1,baik,baik,baik
ebaa03ab-6b7c-44f1-a4d9-57424c2d631e,Sammy Gak full,https://play-lh.googleusercontent.com/a-/ALV-UjUeKYcqo_z0q20jQaE1lTiXN4Qc40WsaO1zXcGPiAt9dpzHE2M,lumayan membantu disaat perlu transportasi,4,0,,2025-10-28 03:51:35,,,,lumayan membantu disaat perlu transportasi,lumayan membantu disaat perlu transportasi,lumayan bantu saat perlu transportasi
55b4e167-40af-4e82-aa3c-2bbddca9b38e,April Reny,https://play-lh.googleusercontent.com/a/ACg8ocKeiIjPn9Z_pLnN-NV7xuFfb_XITu_H6YakpEo1lKifY-GQug=mo,Saya kasih 4🌟🌟🌟🌟 tolong lah perbarui yang persi lama ya gopay juga di perbarui persi lama ya. App gopay sya jadi ke apus mana ada saldo ya lagi di donwload malah gak ketemu tolong min app gopay ya.,4,0,,2025-10-28 03:13:23,,,,saya kasih tolong lah perbarui yang persi lama ya gopay juga di perbarui persi lama ya app gopay sya jadi ke apus mana ada saldo ya lagi di donwload malah gak ketemu tolong min app gopay ya,kasih lah perbarui persi lama gopay perbarui persi lama app gopay sya jadi apus mana saldo donwload malah gak ketemu min app gopay,kasih lah baru pers lama gopay baru pers lama app gopay sya jadi apus mana saldo donwload malah gak ketemu min app gopay
2b28ccef-2d59-412a-9b23-54b1a7bf622e,Muhammad Ibnu Faris,https://play-lh.googleusercontent.com/a/ACg8ocIh4EPZtjHominhjg9fPY2ofayOVO9b3jCxjxy0a97CL5jr_g=mo,sulit dapat driver.. dan bbrp kali dibatalkan oleh sistem... payaaahh,1,0,5.36.2,2025-10-28 02:13:53,"Mohon maaf ya, Kak Muhammad. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-28 06:20:00,5.36.2,sulit dapat driver dan bbrp kali dibatalkan oleh sistem payaaahh,sulit driver bbrp kali dibatalkan sistem payaaahh,sulit driver bbrp kali batal sistem payaaahh
5fea0779-fab4-40f8-9180-a24224955f13,Angelina,https://play-lh.googleusercontent.com/a/ACg8ocKR2oRQnxUpVSzJH86Fy-qA7YQlOAsTgiWda7mkvbmch62BQA=mo,good,5,0,5.33.1,2025-10-28 00:13:08,,,5.33.1,good,good,good
1c637a3a-43d8-453a-8da5-48a2d26927bc,Sudarto,https://play-lh.googleusercontent.com/a/ACg8ocJpRYGcK-ae6s8rzxrrW1vB0Cy9RhnR6s9ucCmwFzb-QpD1hd4=mo,sangat membantu,5,0,5.31.2,2025-10-27 23:53:58,,,5.31.2,sangat membantu,sangat membantu,sangat bantu
e851b0c8-862d-4dca-b2db-875e6c03a625,kamu nanya,https://play-lh.googleusercontent.com/a-/ALV-UjWF4Wmt6Fm7sHx4OEGpBRxeTKIIww7FCS-aEvGykuJjyVDkXNw8,"terlalu lama mendapatkan driver di daerah cipanas, keburu ga mood makannya😡😡😡👎👎👎",1,0,5.35.1,2025-10-27 23:53:22,"Mohon maaf ya, Kak @kamu nanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-28 06:01:18,5.35.1,terlalu lama mendapatkan driver di daerah cipanas keburu ga mood makannya,terlalu lama mendapatkan driver daerah cipanas keburu ga mood makannya,terlalu lama dapat driver daerah cipanas keburu ga mood makan
3dd54c6d-e791-46ab-a113-2540ff29c240,Erwin Jayadi,https://play-lh.googleusercontent.com/a/ACg8ocIC5ZGaIv59LsUCNeYzCJNDtvLytOUb5zKNX6-aZxYPXvhd=mo,👍,5,0,5.36.2,2025-10-27 23:20:38,,,5.36.2,,,
1dab09ce-061f-4751-b58c-ef12b03753b8,FTHR,https://play-lh.googleusercontent.com/a-/ALV-UjUCDbV4ZtFbjIdo_opP0BMMwaWE9SpbiXh4T6XkuvQaFB8O85Bj,sampai saat ini masih oke,5,0,5.36.2,2025-10-27 23:00:17,,,5.36.2,sampai saat ini masih oke,oke,oke
da593ef8-bc9f-42ce-8aac-3ab0bb5e768f,Safitri Yenii,https://play-lh.googleusercontent.com/a/ACg8ocL3doZFflbJeXTrp3inZuL-1SZIyBJGc_uYqS9foelQDw0j3Q=mo,sangat membantu saya,5,0,,2025-10-27 23:00:06,,,,sangat membantu saya,sangat membantu,sangat bantu
6d435287-eb10-4a46-8638-2f698b77ce7d,Brajawijaya 327,https://play-lh.googleusercontent.com/a-/ALV-UjUY0u3hJqXRA1Di2yvQOLPnzkJtQaqcuB_O_pD20l4KQjyD2QHMYQ,the best,5,0,5.36.2,2025-10-27 22:53:33,,,5.36.2,the best,the best,the best
f6ea1894-b416-4178-a278-235cf8498c79,Prima Junior,https://play-lh.googleusercontent.com/a-/ALV-UjWLbO99-c7PCm61AhciqeF8bAFUkO_gEs12609h5GU3eKuN0IDH,Good a Aplication👌🏻👍🏻,5,0,5.21.1,2025-10-27 22:49:13,,,5.21.1,good a aplication,good a aplication,good a aplication
3eb584fc-95bd-4c07-b9cb-b45850ea82a7,Hartono Jack,https://play-lh.googleusercontent.com/a-/ALV-UjVg0d_DnzpgG8CUldYV1Z2CUiHI5ZD_obyupDJnieiwdwg-T94,menyenangkan transaksi belanja mudah dan cepat,5,0,,2025-10-27 22:44:59,,,,menyenangkan transaksi belanja mudah dan cepat,menyenangkan transaksi belanja mudah cepat,senang transaksi belanja mudah cepat
f4cf378a-2bca-4308-b1cb-0f47670b6efe,Iwan,https://play-lh.googleusercontent.com/a-/ALV-UjUGhihNJi0NIjg08wxrit7Rym3uh9bKC2cgQBh_ZeABSwJq-Tyn,"harga makanan di gofood udah mahal²,paling rata² makanan termurah nyentuh 50k untuk 1 menu.ga kayak dulu makanan semua murah ada yang 20k-40k per menu nya,ya kalau invlasi kayak gini sih lambat laun bakal males mesen makanan",1,0,5.34.2,2025-10-27 22:40:07,,,5.34.2,harga makanan di gofood udah mahal paling rata makanan termurah nyentuh k untuk menu ga kayak dulu makanan semua murah ada yang k k per menu nya ya kalau invlasi kayak gini sih lambat laun bakal males mesen makanan,harga makanan gofood udah mahal paling rata makanan termurah nyentuh k menu ga kayak dulu makanan semua murah k k per menu nya kalau invlasi kayak gini sih lambat laun bakal males mesen makanan,harga makan gofood udah mahal paling rata makan murah nyentuh k menu ga kayak dulu makan semua murah k k per menu nya kalau invlasi kayak gin sih lambat laun bakal males mesen makan
c7a352ff-c2d8-4620-bd4b-be3be74b066d,sofyan hakim,https://play-lh.googleusercontent.com/a-/ALV-UjVRCfgg6CUf1yji92kDnPtyQB4BsrKCpjx3t9OM66iQHI_i5Ffz,ok,5,0,,2025-10-27 22:33:48,,,,ok,,
4453c727-da45-488c-b44b-8ba796432e57,Nuy Hutri,https://play-lh.googleusercontent.com/a/ACg8ocJpcGB_-2kDJbxA6bfjHsxtxlD5AjkwTMSP7CbphuVJqxxtJg=mo,kena klu hujan suka susah dan lama,5,0,5.36.2,2025-10-27 22:31:03,,,5.36.2,kena klu hujan suka susah dan lama,kena klu hujan suka susah lama,kena klu hujan suka susah lama
f9d7d4b3-6d34-4b6b-8038-aac5274dc794,Muhammad Taqy Al Farras,https://play-lh.googleusercontent.com/a-/ALV-UjXUrQY90FzdDZV8rZGf_SZsGAamiikoWj3m1UYmfi4LnbhAc2M,gojek nya ga kena,1,0,5.36.2,2025-10-27 21:59:21,,,5.36.2,gojek nya ga kena,gojek nya ga kena,gojek nya ga kena
49a705cc-5c6c-4c76-9b02-2b60c3acf90f,Yadi Askom,https://play-lh.googleusercontent.com/a/ACg8ocJzW49t5yZWLF9ZzdaNpUebUiiOJJUMq1JaW6YOTUsSrSquXg=mo,mempermudah banyak hal dan banyak potongan harga,5,0,,2025-10-27 21:50:29,,,,mempermudah banyak hal dan banyak potongan harga,mempermudah banyak banyak potongan harga,mudah banyak banyak potong harga
aaf05d47-f7de-4f56-b748-ae24ec03e6e4,Millah hanifah,https://play-lh.googleusercontent.com/a-/ALV-UjWVPIFJ5ktkTag10TKjqOzM9Lns4ULQm9ORAvAxmK9aeVQGJAku,good,5,0,5.30.1,2025-10-27 21:46:52,,,5.30.1,good,good,good
5b7d4d28-35a4-4336-8f57-71db7e703e78,Choiron Nasichin,https://play-lh.googleusercontent.com/a-/ALV-UjVpMEbR7qPMthCKkzDMkdpsRynpVfYMOWNLDJctM92mNUqTKZz7,"Alhamdulillah. naik Bis dari Bungurasih ke Sumenep pas turun Eee.. Tas isi Baju ketinggal didalam Bis. gak kebawa akhirnya secepat itu kupesan, kupanggil Gojek mas anterkan aku ke terminal bis untuk ambil Tasku. dan Alhamdilillah Tasku diamankan ole kru Bis pelita mas.",5,0,5.36.2,2025-10-27 21:09:26,,,5.36.2,alhamdulillah naik bis dari bungurasih ke sumenep pas turun eee tas isi baju ketinggal didalam bis gak kebawa akhirnya secepat itu kupesan kupanggil gojek mas anterkan aku ke terminal bis untuk ambil tasku dan alhamdilillah tasku diamankan ole kru bis pelita mas,alhamdulillah naik bis bungurasih sumenep pas turun eee tas isi baju ketinggal didalam bis gak kebawa akhirnya secepat kupesan kupanggil gojek mas anterkan aku terminal bis ambil tasku alhamdilillah tasku diamankan ole kru bis pelita mas,alhamdulillah naik bis bungurasih sumenep pas turun eee tas isi baju tinggal dalam bis gak bawa akhir cepat pes panggil gojek mas anter aku terminal bis ambil tas alhamdilillah tas aman ole kru bis pelita mas
df1a7d3e-fac6-4fd8-979d-cbe60c52fcbd,Zahrani Harahap,https://play-lh.googleusercontent.com/a-/ALV-UjUq5YRXRSOBYRFiNAce-XyOpYWcDlAVtXlVXuQSyJeG87oAZQQ,harga sesuai jarak,5,0,,2025-10-27 20:58:44,,,,harga sesuai jarak,harga sesuai jarak,harga sesuai jarak
4b3733d7-4e1e-4581-a39d-2abd3d64906d,Rangga Oncar Dharmesta,https://play-lh.googleusercontent.com/a-/ALV-UjX9_JjOtET_9ZRw760HX_5R5yFO2Rgr2YaFwsVjyb6xtkpefaVP,"kok bisa dapat motor listrik mirip scoopy, padahal milih nya yang comfort",3,1,5.36.2,2025-10-27 20:40:49,"Hai Kak Rangga, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Nomor plat berbeda dari aplikasi"" pada kolom pencarian ya. ^Melisa",2025-10-27 21:20:26,5.36.2,kok bisa dapat motor listrik mirip scoopy padahal milih nya yang comfort,kok motor listrik mirip scoopy padahal milih nya comfort,kok motor listrik mirip scoopy padahal milih nya comfort
33ce426c-ec52-49fe-bf01-13199a4b5efa,Jessi,https://play-lh.googleusercontent.com/a/ACg8ocKDcImX5aoGQ9aJUI0B0R3nPhP8226W2En7xnRM4iaIJITQ-A=mo,amazing skill 4 driver,5,0,5.36.2,2025-10-27 20:34:38,,,5.36.2,amazing skill driver,amazing skill driver,amazing skill driver
88128d81-6608-411e-8843-52c29a9576b9,Castingakting 01,https://play-lh.googleusercontent.com/a-/ALV-UjXn4M2yyRFyZoyqdzPLpgaVzeZiaGXv-gFA-RX0dDnckIy5_CY,mantappp,5,0,,2025-10-27 20:16:52,,,,mantappp,mantappp,mantappp
361dc7b9-8387-4f1a-a39c-dca7a234434b,Ran Partner Bekasi,https://play-lh.googleusercontent.com/a-/ALV-UjUzMurjhh-quCDuNCuGrpMg8MSnIN69HmgIHHIgp-26AwMXgUwK,"Terima kasih, semoga berkah.",5,0,,2025-10-27 20:12:34,,,,terima kasih semoga berkah,terima kasih semoga berkah,terima kasih moga berkah
4479dde0-c8b4-4ac4-9e06-2055b15e925e,angka pitu,https://play-lh.googleusercontent.com/a/ACg8ocIR5a3GTRfgIk7muKbMUKjuIfttaUqlZGfP_F5KAUQE5lOa0Q=mo,aplikasi customer dan aplikasi drivernya lama lama tidak bermutu,1,1,5.36.2,2025-10-27 19:57:59,,,5.36.2,aplikasi customer dan aplikasi drivernya lama lama tidak bermutu,aplikasi customer aplikasi drivernya lama lama bermutu,aplikasi customer aplikasi drivernya lama lama mutu
b221cc04-c76d-4dbb-858e-8e1d52aa8b71,Misno Riyanto,https://play-lh.googleusercontent.com/a-/ALV-UjWEIC6shBH0zeEHgtaGZGxRd7o7mXiaEHvsphpusySX5oxaVJt1,ok,5,0,5.35.1,2025-10-27 19:45:10,,,5.35.1,ok,,
