reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
29fea472-eb62-4e43-b901-19809ec6bd6c,Aida Susanti,https://play-lh.googleusercontent.com/a-/ALV-UjW0z6aDL-ETvulgjef4Yc3WCsyn9F0vUpRQHiZieSBx099KHjNs,gojek gosen ok lh saat gk bs jln sndri ad gojek kirim barang ad gosen,5,0,5.36.2,2025-10-28 08:05:09,,,5.36.2
a86e4dda-70cc-4f82-a2bc-25697bb73f7f,Rio,https://play-lh.googleusercontent.com/a/ACg8ocIc4jG0mUcK1yZnwyaatwLmn7CZUG-TvmSJ1O7r0BqkmMA16g=mo,aplikasi tolol nyari driver setengah jam,1,0,5.36.2,2025-10-28 07:11:52,"Mohon maaf ya, Kak Rio. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-28 07:36:45,5.36.2
8bcecd9c-7e5f-4480-b470-5df8ecaadf6e,GANDRUNG team,https://play-lh.googleusercontent.com/a-/ALV-UjUoLwAEGBS2ds3ap7cmlcTSnSdLiHrbF27wIE9_hvHjfIC1PVcx,suka aplikasi ini,5,0,5.36.2,2025-10-28 07:10:09,,,5.36.2
cf30be72-2a95-430d-a68b-75c2f0c72f72,Riantin Widi,https://play-lh.googleusercontent.com/a-/ALV-UjUPQ4ruwJSKq_VtLanZuf1vQYaz3FnywmA8ngwAUeRpinJ2hW5J,nyaman,4,0,,2025-10-28 07:04:28,,,
bea5fca6-073e-4b0d-9b89-094156ab29a5,Ema Hermawati,https://play-lh.googleusercontent.com/a/ACg8ocIpzSDhQwFbXqr1_DBgxZOxvskGlkRJTYkRVh-mRzlf3hUy9w=mo,puas bgt pelayanan,5,0,5.36.2,2025-10-28 06:51:46,,,5.36.2
d15b06ae-ce8d-41d0-837a-411220b54d90,Suryani “simon” AMK,https://play-lh.googleusercontent.com/a/ACg8ocIZ8P1a6L9wq797dM6eUeNOJXvQliLGI0rAkXdxtCKapiw-ahYi=mo,selalu ada disaat dibutuhkan,5,0,5.33.1,2025-10-28 06:48:23,,,5.33.1
7188c81c-6fdb-4e1b-b34f-7719ac21e650,Keenan Sabilrayyan,https://play-lh.googleusercontent.com/a-/ALV-UjWLtzhIkV0wjzsk34STEV0dFK1juGb-_mE8arCtocLWzSmPG3_w,"gak jelas, rating sendiri bagus dan aman aman aja gak pernah aneh aneh atau ngapain tapi kalau nyari driver lama banget apalagi kalau telat bisa sampe 10 menitan",1,0,5.35.1,2025-10-28 06:39:40,"Mohon maaf ya, Kak Keenan. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-28 07:13:43,5.35.1
18a97ccf-4db5-4d2e-a517-e37aee29e603,Magic Five5,https://play-lh.googleusercontent.com/a-/ALV-UjWRzVUSXRRcl3kKBjXITfebfRCVQkYXwaqqhwSYliTzLmcOm5g,lama nunggu ya tolong di perbaiki pencarian ya,1,0,5.36.2,2025-10-28 06:01:32,"Mohon maaf ya, Kak @Magic Five5. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-28 06:46:56,5.36.2
51daf339-881e-4103-8803-e9002e06bffc,Rulianda Machmuddin,https://play-lh.googleusercontent.com/a/ACg8ocILLowdlZQNNgSTG3dJefs1_KmMIkAtp381bO84HkFUbPrvRw=mo,"promo gojeknya d palembang makin lama makin sedikit mana mau d tulis dulu lagi kode promo nya mana mesti begadang dulu d Senin jam 00.00 itu pun 3 menit habis,kalau mau kasih promo gak usah pake syarat yang aneh2 dong",1,0,5.35.1,2025-10-28 05:56:09,,,5.35.1
a7bde905-f956-48b5-8a1e-771a7e887529,firdaus arsyad,https://play-lh.googleusercontent.com/a-/ALV-UjUEI6f70sjPwYL9GhzjT9YBVv1stXteEVaGd8Krxffs_Wj6cF0,biaya GoRide lebih mahal dibanding grab bike padahal sudah daftar Gojek Plus,3,0,4.83.1,2025-10-28 05:54:52,"Mohon maaf atas ketidaknyamanannya, Kak Firdaus. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-10-28 06:21:12,4.83.1
8189c9e0-6a0d-4536-9cf8-877b3e0e4a56,Dewi Azura,https://play-lh.googleusercontent.com/a/ACg8ocLMkASxATasPMuRVy7jxpp8UOQHmB1nf-ZgYv4tirCbztG2xg=mo,gojek tarif satu rupiah lagi dong biar lebih murah tarifnya .tarif gojek mahal banget soalnya kasian warga pada mengeluh harga tarif gojek mahal,1,5,5.36.2,2025-10-28 05:51:19,"Mohon maaf atas ketidaknyamanannya, Kak Dewi. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maura",2025-07-01 16:32:15,5.36.2
e0fc334d-82b9-4ede-948c-077846160343,wahyu nursasi,https://play-lh.googleusercontent.com/a-/ALV-UjUPsfeLgV0mTjXVVqGcSG97gTWhx5cgXeW17oT1JNEgWUGiB6Y,hanya Bintang yang Tahu,5,0,5.36.2,2025-10-28 05:47:09,,,5.36.2
5fc5551b-b2c1-4982-b6b8-b405ea8f599e,AL Als,https://play-lh.googleusercontent.com/a/ACg8ocI59THTKz_paN6qYKgwaSoZqOLz-20oQfx2vwCKRNo9CPZLAw=mo,sangat sangat membantu sekali,5,0,5.36.2,2025-10-28 05:45:00,,,5.36.2
2824be48-ac93-47fc-a6bc-efbb2672cbeb,Bayu Prasatia,https://play-lh.googleusercontent.com/a-/ALV-UjU70PHl-VnTMI3FB_mEJcI5qYHhmVLDFUc3lsELnlBEyDtBd0U,baik,5,0,5.35.1,2025-10-28 05:08:03,,,5.35.1
ebaa03ab-6b7c-44f1-a4d9-57424c2d631e,Sammy Gak full,https://play-lh.googleusercontent.com/a-/ALV-UjUeKYcqo_z0q20jQaE1lTiXN4Qc40WsaO1zXcGPiAt9dpzHE2M,lumayan membantu disaat perlu transportasi,4,0,,2025-10-28 03:51:35,,,
55b4e167-40af-4e82-aa3c-2bbddca9b38e,April Reny,https://play-lh.googleusercontent.com/a/ACg8ocKeiIjPn9Z_pLnN-NV7xuFfb_XITu_H6YakpEo1lKifY-GQug=mo,Saya kasih 4🌟🌟🌟🌟 tolong lah perbarui yang persi lama ya gopay juga di perbarui persi lama ya. App gopay sya jadi ke apus mana ada saldo ya lagi di donwload malah gak ketemu tolong min app gopay ya.,4,0,,2025-10-28 03:13:23,,,
2b28ccef-2d59-412a-9b23-54b1a7bf622e,Muhammad Ibnu Faris,https://play-lh.googleusercontent.com/a/ACg8ocIh4EPZtjHominhjg9fPY2ofayOVO9b3jCxjxy0a97CL5jr_g=mo,sulit dapat driver.. dan bbrp kali dibatalkan oleh sistem... payaaahh,1,0,5.36.2,2025-10-28 02:13:53,"Mohon maaf ya, Kak Muhammad. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-28 06:20:00,5.36.2
5fea0779-fab4-40f8-9180-a24224955f13,Angelina,https://play-lh.googleusercontent.com/a/ACg8ocKR2oRQnxUpVSzJH86Fy-qA7YQlOAsTgiWda7mkvbmch62BQA=mo,good,5,0,5.33.1,2025-10-28 00:13:08,,,5.33.1
1c637a3a-43d8-453a-8da5-48a2d26927bc,Sudarto,https://play-lh.googleusercontent.com/a/ACg8ocJpRYGcK-ae6s8rzxrrW1vB0Cy9RhnR6s9ucCmwFzb-QpD1hd4=mo,sangat membantu,5,0,5.31.2,2025-10-27 23:53:58,,,5.31.2
e851b0c8-862d-4dca-b2db-875e6c03a625,kamu nanya,https://play-lh.googleusercontent.com/a-/ALV-UjWF4Wmt6Fm7sHx4OEGpBRxeTKIIww7FCS-aEvGykuJjyVDkXNw8,"terlalu lama mendapatkan driver di daerah cipanas, keburu ga mood makannya😡😡😡👎👎👎",1,0,5.35.1,2025-10-27 23:53:22,"Mohon maaf ya, Kak @kamu nanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika masih berkendala silakan ke menu Bantuan Gojek dengan ketik ""Saya tidak mendapatkan driver"". ^Maura",2025-10-28 06:01:18,5.35.1
3dd54c6d-e791-46ab-a113-2540ff29c240,Erwin Jayadi,https://play-lh.googleusercontent.com/a/ACg8ocIC5ZGaIv59LsUCNeYzCJNDtvLytOUb5zKNX6-aZxYPXvhd=mo,👍,5,0,5.36.2,2025-10-27 23:20:38,,,5.36.2
1dab09ce-061f-4751-b58c-ef12b03753b8,FTHR,https://play-lh.googleusercontent.com/a-/ALV-UjUCDbV4ZtFbjIdo_opP0BMMwaWE9SpbiXh4T6XkuvQaFB8O85Bj,sampai saat ini masih oke,5,0,5.36.2,2025-10-27 23:00:17,,,5.36.2
da593ef8-bc9f-42ce-8aac-3ab0bb5e768f,Safitri Yenii,https://play-lh.googleusercontent.com/a/ACg8ocL3doZFflbJeXTrp3inZuL-1SZIyBJGc_uYqS9foelQDw0j3Q=mo,sangat membantu saya,5,0,,2025-10-27 23:00:06,,,
6d435287-eb10-4a46-8638-2f698b77ce7d,Brajawijaya 327,https://play-lh.googleusercontent.com/a-/ALV-UjUY0u3hJqXRA1Di2yvQOLPnzkJtQaqcuB_O_pD20l4KQjyD2QHMYQ,the best,5,0,5.36.2,2025-10-27 22:53:33,,,5.36.2
f6ea1894-b416-4178-a278-235cf8498c79,Prima Junior,https://play-lh.googleusercontent.com/a-/ALV-UjWLbO99-c7PCm61AhciqeF8bAFUkO_gEs12609h5GU3eKuN0IDH,Good a Aplication👌🏻👍🏻,5,0,5.21.1,2025-10-27 22:49:13,,,5.21.1
3eb584fc-95bd-4c07-b9cb-b45850ea82a7,Hartono Jack,https://play-lh.googleusercontent.com/a-/ALV-UjVg0d_DnzpgG8CUldYV1Z2CUiHI5ZD_obyupDJnieiwdwg-T94,menyenangkan transaksi belanja mudah dan cepat,5,0,,2025-10-27 22:44:59,,,
f4cf378a-2bca-4308-b1cb-0f47670b6efe,Iwan,https://play-lh.googleusercontent.com/a-/ALV-UjUGhihNJi0NIjg08wxrit7Rym3uh9bKC2cgQBh_ZeABSwJq-Tyn,"harga makanan di gofood udah mahal²,paling rata² makanan termurah nyentuh 50k untuk 1 menu.ga kayak dulu makanan semua murah ada yang 20k-40k per menu nya,ya kalau invlasi kayak gini sih lambat laun bakal males mesen makanan",1,0,5.34.2,2025-10-27 22:40:07,,,5.34.2
c7a352ff-c2d8-4620-bd4b-be3be74b066d,sofyan hakim,https://play-lh.googleusercontent.com/a-/ALV-UjVRCfgg6CUf1yji92kDnPtyQB4BsrKCpjx3t9OM66iQHI_i5Ffz,ok,5,0,,2025-10-27 22:33:48,,,
4453c727-da45-488c-b44b-8ba796432e57,Nuy Hutri,https://play-lh.googleusercontent.com/a/ACg8ocJpcGB_-2kDJbxA6bfjHsxtxlD5AjkwTMSP7CbphuVJqxxtJg=mo,kena klu hujan suka susah dan lama,5,0,5.36.2,2025-10-27 22:31:03,,,5.36.2
f9d7d4b3-6d34-4b6b-8038-aac5274dc794,Muhammad Taqy Al Farras,https://play-lh.googleusercontent.com/a-/ALV-UjXUrQY90FzdDZV8rZGf_SZsGAamiikoWj3m1UYmfi4LnbhAc2M,gojek nya ga kena,1,0,5.36.2,2025-10-27 21:59:21,,,5.36.2
49a705cc-5c6c-4c76-9b02-2b60c3acf90f,Yadi Askom,https://play-lh.googleusercontent.com/a/ACg8ocJzW49t5yZWLF9ZzdaNpUebUiiOJJUMq1JaW6YOTUsSrSquXg=mo,mempermudah banyak hal dan banyak potongan harga,5,0,,2025-10-27 21:50:29,,,
aaf05d47-f7de-4f56-b748-ae24ec03e6e4,Millah hanifah,https://play-lh.googleusercontent.com/a-/ALV-UjWVPIFJ5ktkTag10TKjqOzM9Lns4ULQm9ORAvAxmK9aeVQGJAku,good,5,0,5.30.1,2025-10-27 21:46:52,,,5.30.1
5b7d4d28-35a4-4336-8f57-71db7e703e78,Choiron Nasichin,https://play-lh.googleusercontent.com/a-/ALV-UjVpMEbR7qPMthCKkzDMkdpsRynpVfYMOWNLDJctM92mNUqTKZz7,"Alhamdulillah. naik Bis dari Bungurasih ke Sumenep pas turun Eee.. Tas isi Baju ketinggal didalam Bis. gak kebawa akhirnya secepat itu kupesan, kupanggil Gojek mas anterkan aku ke terminal bis untuk ambil Tasku. dan Alhamdilillah Tasku diamankan ole kru Bis pelita mas.",5,0,5.36.2,2025-10-27 21:09:26,,,5.36.2
df1a7d3e-fac6-4fd8-979d-cbe60c52fcbd,Zahrani Harahap,https://play-lh.googleusercontent.com/a-/ALV-UjUq5YRXRSOBYRFiNAce-XyOpYWcDlAVtXlVXuQSyJeG87oAZQQ,harga sesuai jarak,5,0,,2025-10-27 20:58:44,,,
4b3733d7-4e1e-4581-a39d-2abd3d64906d,Rangga Oncar Dharmesta,https://play-lh.googleusercontent.com/a-/ALV-UjX9_JjOtET_9ZRw760HX_5R5yFO2Rgr2YaFwsVjyb6xtkpefaVP,"kok bisa dapat motor listrik mirip scoopy, padahal milih nya yang comfort",3,1,5.36.2,2025-10-27 20:40:49,"Hai Kak Rangga, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Kemudian terkait keluhannya, silakan laporkan melalui menu Bantuan di aplikasi Gojek dengan mengetik ""Nomor plat berbeda dari aplikasi"" pada kolom pencarian ya. ^Melisa",2025-10-27 21:20:26,5.36.2
33ce426c-ec52-49fe-bf01-13199a4b5efa,Jessi,https://play-lh.googleusercontent.com/a/ACg8ocKDcImX5aoGQ9aJUI0B0R3nPhP8226W2En7xnRM4iaIJITQ-A=mo,amazing skill 4 driver,5,0,5.36.2,2025-10-27 20:34:38,,,5.36.2
88128d81-6608-411e-8843-52c29a9576b9,Castingakting 01,https://play-lh.googleusercontent.com/a-/ALV-UjXn4M2yyRFyZoyqdzPLpgaVzeZiaGXv-gFA-RX0dDnckIy5_CY,mantappp,5,0,,2025-10-27 20:16:52,,,
361dc7b9-8387-4f1a-a39c-dca7a234434b,Ran Partner Bekasi,https://play-lh.googleusercontent.com/a-/ALV-UjUzMurjhh-quCDuNCuGrpMg8MSnIN69HmgIHHIgp-26AwMXgUwK,"Terima kasih, semoga berkah.",5,0,,2025-10-27 20:12:34,,,
4479dde0-c8b4-4ac4-9e06-2055b15e925e,angka pitu,https://play-lh.googleusercontent.com/a/ACg8ocIR5a3GTRfgIk7muKbMUKjuIfttaUqlZGfP_F5KAUQE5lOa0Q=mo,aplikasi customer dan aplikasi drivernya lama lama tidak bermutu,1,1,5.36.2,2025-10-27 19:57:59,,,5.36.2
b221cc04-c76d-4dbb-858e-8e1d52aa8b71,Misno Riyanto,https://play-lh.googleusercontent.com/a-/ALV-UjWEIC6shBH0zeEHgtaGZGxRd7o7mXiaEHvsphpusySX5oxaVJt1,ok,5,0,5.35.1,2025-10-27 19:45:10,,,5.35.1
f808792a-692e-4c4b-8e73-0c4d9484a702,SEPTIA PUTRA,https://play-lh.googleusercontent.com/a-/ALV-UjXjgTn9NW3dy_4z5rcXOzMHhH-6UY9i42O7sHusGs7WLi9J08naHg,"suka kesel dengan harga nya, berangkat nya harga 9K, pas balik kadang 10K kadang 11 K, ehhh sekarang gak ada voucher nya malah hampir 20K padahal cuma nyebrang kebelah😡",5,2,5.36.2,2025-10-27 19:44:23,"Mohon maaf atas ketidaknyamanannya, Kak Septia. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Miko",2025-06-30 06:25:42,5.36.2
5053fa8e-143b-4cc6-ab3b-766aafb39d16,Didit Setiawan,https://play-lh.googleusercontent.com/a-/ALV-UjVk0K0CLGUgThIRr_7AT9-Icqkjwc-sv1dDRgIZmjhbM01wlNOP,good,5,0,,2025-10-27 19:42:30,,,
661c31c2-76b8-4764-8533-96613f637646,Yuki,https://play-lh.googleusercontent.com/a-/ALV-UjVAbwBM2ZIzpjHmsAgH9XWNB_B6RSd2WyvjNGPPM-tzFKRPceHe,"plus nua bagus sih, kode promo juga banyak. Minus nya, mitra nya banyak yang ngeselin. Nunggu sampe 15 menit ternyata ga gerak darik titik.",1,1,,2025-10-27 19:34:01,"Hai Kak Yuki, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Melisa",2025-10-27 20:27:45,
8f6aa64a-f5ac-48c7-9275-e2393c53a4d5,Eko Sulistyo,https://play-lh.googleusercontent.com/a-/ALV-UjXQs955FDT7ZbLuL9ctrotmwWDUG2m2qSYhWUwT4lkmqEekRjR4,"Aplikasi nya kadang eror saat chat dengan driver, sudah chat ke driver, tapi pesan chat belum terkirim, padahal sinyal HP aman",3,0,5.36.2,2025-10-27 19:25:13,"Hai Kak Eko, mohon maaf atas ketidaknyamanannya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Melisa",2025-10-27 20:26:44,5.36.2
1ad46a11-ffa5-4e09-9e4a-f424e0c21d26,Ichin khan,https://play-lh.googleusercontent.com/a/ACg8ocKmogeq5aD1QDnoGKsjpa7soq33oykeONml5OilmuGvz2t7Nw=mo,terbaik,5,0,5.36.2,2025-10-27 19:20:53,,,5.36.2
117d46f5-a3fe-4e0e-af40-8a4d9f6c6018,ALSYA RAHMAWATI,https://play-lh.googleusercontent.com/a-/ALV-UjUIGDCKaOsyJ2Rv2uIA3mXPJOmC98zutbcPdzHFZcLNPDILUPrs,suka banget karna di kasi vocer terus,5,0,5.36.2,2025-10-27 19:15:16,,,5.36.2
93a7cb83-ce5c-4a07-9faf-709b16aabceb,NDAW Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjXL-hF0wT1GFw3WJP7wGQyeJKtZuE6ImZOP1Uxa-oYNABlDDVs,joss ah,5,0,5.34.2,2025-10-27 18:54:42,,,5.34.2
cd27e6c7-ce49-4943-8405-d504c6c3a984,Endah Suwarni,https://play-lh.googleusercontent.com/a-/ALV-UjXIjPKnTCrb8qje-SDMZ4WpbkUWGX3F7aZz2cLcoWhDrhKAN7Zz,jadi cwpatt sampai kalo pake gojek. makasih,5,0,5.36.2,2025-10-27 18:42:52,,,5.36.2
7bee850a-9e1a-4ff2-a1cc-da259f484c0e,Cornelia Elisabeth,https://play-lh.googleusercontent.com/a-/ALV-UjXz_n21HVuuwnGgon_dFCeADCHdM5xAL1HILyGzUjnyzYti0GbV,"sangat mudah digunakan aplikasinya,mksh",5,0,5.36.2,2025-10-27 18:40:20,,,5.36.2
f31e6192-ac71-4a7d-b935-6daf71f6c386,Warjaya,https://play-lh.googleusercontent.com/a-/ALV-UjVZzGLUzUvHBJVV5iz1BAoCu7_ORcHoaqUSDS8rPpVTQxc7sO4,maaaangtaaaap aplikasi nya,4,0,5.36.2,2025-10-27 18:33:21,,,5.36.2
35663df0-ac90-4c77-b01c-9db3f774498d,Farid AS,https://play-lh.googleusercontent.com/a-/ALV-UjX-hZu4VYwd4Zpiv_HHpakMkCZaxKpcF_pwWLgbYGIyk854cJvO,"sistem aplikasinya udah jelek bgt, masa nunggu dapet driver aja kalo pesen gofood bisa 1 jam. belum lagi nunggu makanannya dibuatkan, bisa 2 jam keburu naik asam lambung🙃",1,1,5.36.2,2025-10-27 18:18:04,"Hai Kak Farid, mohon maaf atas ketidaknyamanannya. Agar dapat dibantu lebih lanjut, silakan laporkan melalui menu Bantuan (pada menu Profil Saya) di aplikasi Gojek dengan mengetik ""Saya menunggu pengiriman terlalu lama"" pada kolom pencarian. Semoga informasi ini membantu kamu. ^Miko",2025-10-27 18:58:31,5.36.2
491c0791-cb4b-4187-9f13-9a1b738d8c34,heryanto hermansyahgouw1981,https://play-lh.googleusercontent.com/a/ACg8ocK3pud-JkcTlKp9w802sWBuCZVyIV_hZnRx0lun73JmuzFEGw=mo,ok ok the best quality !!!!,5,0,5.36.2,2025-10-27 18:12:02,,,5.36.2
87c955c3-b60b-4364-8d07-f7ab95e7f081,Sadly Ricky Sitompul,https://play-lh.googleusercontent.com/a-/ALV-UjVgmUGGrN_3JnwHdhPUkT2sWelJMXpKRmtzHtPv6DZqj780t1qN,"hallo admin dari aplikasi kocak, bisa bisanya saya yang sudah sering buat berobat di puskesmas a dan terdaftar juga di sana, tiba tiba pas mau ambil lewat jaksetres malah di bilang belum terdaftar, padahal faktanya saya ke puskesmas tersebut karna sudah terdaftar menurut petugas sudah tinggal bawa KTP, trus giliran di puskesmas dibilang ""sudah terdaftar kok"", ini mimin bisa kasih tau pe petugas server yang lagi makan gaji buta itu, benerin servernya dan rawat yang bagus ya domainnya.",1,5,5.35.1,2025-10-27 18:04:31,,,5.35.1
74277f48-1e0a-4fcc-9b8a-ca6162dc4626,Ida royani,https://play-lh.googleusercontent.com/a/ACg8ocJ0PfhE0I_Ra3PFGmvDuUVjIRLsWCgCUSsMNRhjRZ_mEqZbtQ=mo,bisa membuat saya pergi ke mana saja,5,0,5.36.2,2025-10-27 17:59:08,,,5.36.2
eee0421e-c4ed-43f6-84b1-a8b7751e540f,Didi Purnawan,https://play-lh.googleusercontent.com/a/ACg8ocI4jUzE42Lbrg6kQrQxscEH4D1L8iLQZbxhb_pZfuwI58fNDg=mo,ok,5,0,5.36.2,2025-10-27 17:43:33,,,5.36.2
8a7b371c-1b83-4301-a7b6-61467067a840,Tono Impact,https://play-lh.googleusercontent.com/a-/ALV-UjU-OKehR5ENHLwTuNNjkKI8t2wO1pZGgxGWpY1iGdI7W9TLk5pE,jios,5,0,,2025-10-27 17:42:08,,,
